,pi0_zinb,alpha_zinb,beta_zinb,mean_zinb,activemean_zinb,cv_zinb,loglike_zinb
Angptl7,0.9129271036019383,1.0482143268790078,0.4747270228166519,0.1922600844286683,2.208035937494645,4.6304433654817245,-184.6386710414991
Tyrobp,0.8093176156037596,2.517656337532518,0.2512065605603347,1.9110675790479714,10.022255517199474,2.515420583088699,-585.5432756088885
Smagp,0.7013973775761381,0.2988765402268851,0.9187118621440961,0.09714179425575001,0.3253213031661145,3.6815760112987013,-153.5583506607175
Clec4a2,0.863488002350435,2.0896806718668435,1.4025372240206615,0.20339316353290995,1.489928849001486,3.1354198536904354,-237.8264219371376
Rnase4,0.6745884708703821,0.7759868107748151,0.25217647877100996,1.0013426149389038,3.077157768863343,2.456255645362693,-582.7201223012105
Lyz2,0.8464635133763478,1.4513429126971569,0.051448234407730616,4.331229132873339,28.20977103305761,3.1623967956642125,-592.8700969324382
B2m,0.0,0.8365648691544921,0.1390661327741755,6.015590226507268,6.015590226507268,1.0933272903896862,-1539.835895463253
Oas1g,0.0,0.04325971397568215,0.37049866354048167,0.11676078278472786,0.11676078278472786,4.807930466638414,-156.41402817358554
Aif1,0.8183248970393182,2.0317232224954185,0.523059875818578,0.7056812091671305,3.8843033396813564,2.6858006516670265,-435.71966036081534
Sult1a1,0.5091682995351371,0.34958626999514375,0.4111004489689034,0.4173870979495437,0.8503670352877364,2.6201661781863392,-395.3435114527622
Sepp1,0.0,0.7094975159820581,0.06114018693833607,11.60443812017836,11.60443812017836,1.1872018381482767,-1868.2224346109413
Hpgds,0.8177890428185997,1.5041735120113982,0.327043909658275,0.8380431107152729,4.599301401402321,2.8524998241705806,-453.3547303205538
Ms4a6c,0.7387025952780231,0.5545865649379101,0.6412368782566596,0.22598829703295692,0.8648700406091318,3.118941341026571,-261.21355165791516
Siglec1,0.7520733909690825,0.10014498658653356,0.8293143371257505,0.02993871662932697,0.12075636716183816,6.581000957843476,-59.82276729706202
Vamp8,0.281013046863861,0.7035047252956003,0.5089363716192022,0.9938584608286144,1.3823038881213592,1.5387884711550341,-710.9986444435236
Pld4,0.8098399036602332,8.686986318207689,6.9894166002373295,0.23634564222663715,1.242877169163549,2.2054667747181926,-287.1083468350458
Lgals9,0.6079785544922278,1.6571844557143567,0.9255444171100465,0.7019132024270097,1.79049694977234,1.757887046550487,-562.2325846772401
Ms4a7,0.8529689411652762,2.188558803673667,0.29564235139201467,1.0884303845882857,7.4027242489750416,2.984784471021896,-444.1431177119661
C2,0.9440013578144775,2.4094770918197868,1.1274512006891815,0.11967475438098964,2.1371010029941306,4.926354274086241,-137.51422947747892
Ctsc,0.0,0.13678227364031123,0.11874032865024935,1.1519445431484747,1.1519445431484747,2.703865539481531,-628.8666919586328
Ctsz,0.0,0.39640031369098555,0.31793356837158016,1.2468023295599242,1.2468023295599242,1.5883017165236417,-790.0624932950545
C1qb,0.8107997574209254,1.9787897699617252,0.16477973486402384,2.2720482272816747,12.00869616397078,2.637505412597407,-601.5286630212703
Fcgr3,0.8159507738896162,1.4918178431858857,0.14840889971072,1.8500771858777638,10.052078049859213,2.8417274853373424,-561.9985738481053
Tcn2,0.0,0.2648962215618861,0.43665082992996085,0.6066545702074485,0.6066545702074485,1.9429522082813846,-532.0587364613215
Fcna,0.9150025528055707,0.821353040536612,0.2863951107754099,0.2437643278964411,2.8679017540237073,5.008897794519525,-196.93632849290216
C1qa,0.8002039803290137,1.2825583936886529,0.08151084130452874,3.1437543516112547,15.734819726580273,2.812035347198018,-657.3141197730869
Slc7a7,0.8908566747188836,1.0522912451899504,0.6865162085419667,0.16729476192289627,1.5327988357694018,4.107216895214824,-190.80852388814512
Fcrls,0.8107167587326222,1.926611840511196,0.23846077335740912,1.529288564746395,8.079365898992355,2.650519395281332,-553.1053048789643
Hk3,0.0,0.048964581306095586,0.2820298369253379,0.17361489777075623,0.17361489777075623,4.5191731078334785,-196.38441480282415
B4galt1,0.46415496734067213,0.3221383366992564,0.46379034257004254,0.37218590320984474,0.6945775000707489,2.5805831296152912,-375.3812699758046
Lyz1,0.8013457927141718,0.5942069804483929,0.30234702026873783,0.39041799241071073,1.965314491673305,3.536305141023207,-315.99588743177304
Ostf1,0.2682388045347824,0.6171572973678171,0.6963042564081943,0.6485839452447759,0.88633279444729,1.6065047004054762,-569.0408032565009
Abca9,0.5848102892866396,0.17167081343293772,0.2030885338664178,0.3509600173391901,0.845300373017882,3.9291874893457437,-297.4660746687494
Ltc4s,0.7538452523724736,0.5457112518283453,0.2236656325488012,0.6005813854392618,2.4398529430277027,3.2414303901062667,-405.07150342665557
Cd68,0.787093142438779,0.8529753658405939,0.2265027623920587,0.8017752313497648,3.76584972665437,3.033705156749175,-451.7245868461289
Npl,0.0,0.09828006309408281,0.4433769916499421,0.2216625240934413,0.2216625240934413,3.1898281525548486,-264.04043743590717
Emr1,0.8229412845639567,3.3191939907265886,1.201699971514068,0.4890507100042851,2.7620821081859632,2.519804536401449,-385.02369542473826
Fcgrt,0.1535775313748929,0.6302265428048877,0.23363078495815462,2.283251782291975,2.697532103561467,1.4339022109904611,-1040.836469716024
Fcer1g,0.807609633264919,1.3859103274505107,0.27948894580674877,0.9540119570399896,4.958730383593745,2.819255151789875,-480.5160581443396
Lyl1,0.0,0.09116045567801805,1.0827314833568906,0.08419488772542663,0.08419488772542663,3.3120490227804864,-144.75071469993216
Lyve1,0.8645874690463708,0.786779426137577,0.12723486494507538,0.8373474789439531,6.183677928822521,3.9712724878463503,-365.64798222166223
F13a1,0.8492854377072682,1.4184247835698744,0.12431299241513127,1.7196695715199894,11.410108919534181,3.2113586990284197,-491.6616553868006
Fcgr2b,0.8326143594629952,0.9613232435467984,0.19739539733274356,0.8151745636345705,4.870038797947879,3.344968811300464,-417.021772112122
Mnda,0.8652986328576228,1.1864237488917997,0.4919745123069842,0.32483979756697073,2.4115553127506133,3.5610597772625554,-279.18815873199406
Msr1,0.9318550609336359,7.768347879969876,3.3330269085968385,0.15882667840498335,2.3307186209427426,3.945076572045938,-172.10605546622176
Cd163,0.8926860998233345,0.9513584150035298,0.3010717029696496,0.33910188494270893,3.159906446270822,4.255978613939027,-248.3388957796558
Gm4788,0.9056044270179093,1.0889810151383068,1.0113617211498132,0.10164017951335158,1.0767473124257152,4.395658995223321,-142.39524904435578
Stab1,0.6386061831609384,0.35912469490464505,0.0618920275879057,2.096965461802297,5.802438680726328,3.077675874069972,-674.5665176423108
Il6ra,0.0,0.056005872648605216,0.39435956761778124,0.14201727876648573,0.14201727876648573,4.225549715445324,-184.70055218504746
Sgpl1,0.0,0.1688217755995099,0.38301277742793344,0.44077322102204514,0.44077322102204514,2.433804939319947,-422.6349121930258
Dse,0.5256470297698428,0.19575630213644604,0.31367272267227686,0.29603333872519166,0.6240781808145011,3.4463479907166548,-296.2215614924229
Ifi30,0.7190927165145681,0.8094921047803446,0.917865842897688,0.24774015714418302,0.8819285640097367,2.637722717406182,-291.0135085741266
Csf1r,0.7622085611254955,1.435121317112211,0.21868705123886834,1.5604927727651987,6.562443038955476,2.4770318282110315,-618.2137701710144
Mrc1,0.8471540266185303,2.538655211788412,0.16508155022480217,2.3504942036063063,15.378188588193906,2.8495086342591422,-533.6069284576045
Nckap1l,0.7927626570310567,1.151003418433436,1.1845740822415547,0.20136426565483098,0.9716601398668173,2.83155686785895,-249.44485329750924
Lcp1,0.4324943884575273,0.3302467454096677,0.512151162468361,0.3659405561247803,0.644822797663901,2.469371532007754,-375.99874526458575
Trim30a,0.8451799696018966,0.6483692149177254,0.5729272505558989,0.17520643583519485,1.1316780870322136,3.9269839123680046,-205.21466992904868
C1qc,0.8089613184922402,1.1221877715600783,0.17751688721611167,1.2076669191589509,6.321583197850413,2.9831407179496323,-505.7004858439129
Laptm5,0.7382130335523586,1.0806115302083283,0.34955213952014313,0.8092927561248139,3.091417296692179,2.5208813149663234,-509.1067967137922
Dab2,0.0,0.17053834241134563,0.1223860378029845,1.393446061926411,1.393446061926411,2.421525134865181,-719.8506246991619
Gusb,0.0,0.17775147358087937,0.46321648631334367,0.38373304671336556,0.38373304671336556,2.371883724889031,-394.46422325904734
Cfhr2,0.8684320620808536,1.1738947103938528,1.1302063620467007,0.1366537223352942,1.0386551959131043,3.6159857427884625,-183.90661998890715
Ehd4,0.4786120063994038,0.32570497940041976,0.3432744770858583,0.4947022777718312,0.9488179318352173,2.6089445489506407,-431.91183101076433
Cysltr1,0.8922561419061863,0.6717492104108227,0.7876919327356274,0.09188471862314589,0.8528070207319001,4.7008343689143866,-130.24151750372243
Slc40a1,0.5169707661499443,0.5054260654394357,0.21365305511391353,1.1426729424809434,2.3656393079422964,2.2729612760503883,-658.0642517662702
Ifi202b,0.9398947939218366,1.20425116798476,0.592212005487321,0.12222272421179854,2.033479829565094,5.427073644860381,-135.95400208663568
Txnip,0.0,0.23244456014507955,0.20590310067093215,1.1289026701767115,1.1289026701767115,2.0741506958466243,-698.6833534542262
Gpr65,0.0,0.08143285819379792,0.9131331059627127,0.08917961429943291,0.08917961429943291,3.504290980668872,-148.83869067345614
Slc37a2,0.8331043380288252,0.22326822226272888,0.31716964493893723,0.11748443883663409,0.703939440061212,5.6416665181693375,-139.79665711624833
H2-K2,0.0,0.16911796964569703,0.7685970414554821,0.22003463521722716,0.22003463521722716,2.4316727163267897,-286.0612844274968
Fpr1,0.9357938459083728,0.3687175012710662,0.30961278666679276,0.076463032931414,1.1908988166818908,7.53759800141652,-91.08023235291476
Gbp7,0.2693174629935364,0.8554575292288138,1.815508772185028,0.34429350457277036,0.47119437941312775,1.4030002367699896,-406.4546323870857
Colec12,0.6378030966613369,0.7549417440706935,2.038654583803503,0.13412647933390667,0.37031371085051795,2.327675065605875,-209.9875714546308
Fyb,0.6811091745776763,0.7418813283459348,1.1520218171132222,0.2053599555557669,0.6439820126019555,2.52245607526518,-267.2255874743322
Tlr6,0.0,0.03743371397028891,0.6561320059957613,0.05705210785058203,0.05705210785058203,5.168547848925048,-99.61990533800738
Was,0.97601953446041,368.16753415140346,222.97216602823462,0.03959610305976742,1.651181583376568,6.388573674333518,-63.7256671924515
Arhgap30,0.0,0.06725283548696684,0.9039956767431564,0.07439508530534128,0.07439508530534128,3.856068144831814,-128.45715340580873
Renbp,0.0,0.15645776540691644,1.0540123453747439,0.14844016400138976,0.14844016400138976,2.5281418531671953,-221.00426228384273
Niacr1,0.9799300924258222,2.467836965800487,0.8762649330523866,0.056523156346362805,2.816313734253873,8.30758241097568,-62.541531386569304
Naip2,0.0,0.00964518865162542,0.20513226115088726,0.047019364957571426,0.047019364957571426,10.182270653017811,-60.55322425334052
Tbc1d4,0.0,0.11822342332901675,0.390432345197485,0.3028013042034672,0.3028013042034672,2.908360479682949,-323.5070132796598
Ltbr,0.21899554446642633,0.18785147491220877,0.6709690970852429,0.2186581163310258,0.27997038273186414,2.6639141285814705,-279.3548271574739
Akna,0.0,0.08813813843164253,0.8877251081868859,0.09928539546623648,0.09928539546623648,3.3683566018626254,-161.4848703449916
Sp110,0.0,0.0422970044357594,0.3342522514950641,0.1265421676191282,0.1265421676191282,4.862338554721546,-162.50460137307894
Phactr2,0.0,0.10819982637163306,0.49750792386405734,0.2174836242431354,0.2174836242431354,3.0400919407687237,-267.3962033775736
Dennd1c,0.9057267395167663,0.8683182374788164,0.9443537914445983,0.08668275822661872,0.9194840380219487,4.671569422781634,-127.09004445366236
Abcc3,0.9099527403476732,0.7168197237919696,0.5947439577083266,0.10853015143007147,1.205257681900673,5.059417951083707,-136.86201114332118
Dhx58,0.9708694297022193,0.5642448723357737,0.5131522014002761,0.03203099367767944,1.0995663095589912,9.703988052185789,-48.62977378451878
Fes,0.0,0.06823427850951103,0.3714223715711991,0.18371073939586588,0.18371073939586588,3.8282359571140905,-221.92389122049636
Cfp,0.7057850796763513,0.2512746073977638,0.24733787270301752,0.2988977700299727,1.0159164249765873,3.990666029011802,-271.2151076306997
Nfxl1,0.0,0.12834196223884575,0.513748409534046,0.24981481179717513,0.24981481179717513,2.7913587897679557,-296.5332052434883
Tslp,0.5742573616968424,0.2759579495499723,0.5524701996817003,0.21265774257113554,0.499498343456285,3.140129315032404,-255.37254835249308
Trim30d,0.8567030637334577,0.24812151719877842,0.5505544228060769,0.06458045156584777,0.4506757314456719,5.839855615484529,-102.0371765902807
Gas2l3,0.0,0.04043044666003161,0.43334394706314305,0.0932987455669721,0.0932987455669721,4.973312284833359,-134.46271203105408
Lilra5,0.9426621039231524,3.3705565425715442,2.0653615038444046,0.09357229734328645,1.6319450790080512,4.649175450763045,-124.39546303067992
Slc29a1,0.0,0.2290458666919519,0.8039777689936977,0.2848907961455678,0.2848907961455678,2.0894826555928145,-344.52717781802176
Abca1,0.0,0.3113453820151703,0.22401891367510818,1.389817390449052,1.389817390449052,1.79216827741904,-805.6437466823807
Trim47,0.6355209547598542,0.2680262417874214,0.479571329124732,0.20370264603657237,0.5588871258767646,3.4612294936676355,-241.14258682961454
Themis2,0.9851838766164909,1022.3593898473837,434.8784088673577,0.03483135182939849,2.350908596520398,8.158434670846095,-47.62645674907147
Lgals3bp,0.6432773358413039,0.4338216939259801,0.6485996414679133,0.23859715691003794,0.6688589789290557,2.8749200748623336,-283.8199400886439
Cpne3,0.0,0.4520088345601084,0.6799915071487904,0.6647271764545779,0.6647271764545779,1.4873957574056567,-584.2299050786879
Nlrc4,0.9190914727490963,1.2778866731922804,1.2828572063388166,0.08059504067223312,0.9961254197879734,4.58601913748833,-122.49145467159539
Parp12,0.0,0.06861301918210934,0.3862285879949163,0.17764873268006887,0.17764873268006887,3.8176554938354217,-219.90286291238763
Ptprc,0.8394602980885566,0.8930419409790067,0.6085913275742804,0.2355746467348206,1.467391828500889,3.493424185521839,-247.09690886368531
Zfp217,0.0,0.06888763558205513,0.5665584779189259,0.12158962978559981,0.12158962978559981,3.8100384684901636,-174.00084237754632
Arhgap19,0.9312847593552969,1.3277832677270993,0.6977454371862746,0.13076251295000613,1.9029623082617535,4.951064940793806,-147.63793747138567
Slco2b1,0.5348139098425223,1.1494217028835063,0.4850789929632015,1.1022843612341109,2.36955572093946,1.737786658529679,-697.5818332041239
Tlr1,0.9226904484462235,0.951512102288523,1.2925840627171405,0.056910011540204454,0.7361316990775437,5.0526406031008335,-96.89329968870155
Il12b,0.0,53.19730238376172,9869.71834555328,0.005389951417177911,0.005389951417177911,0.13710560043262388,-18.93436977135883
Hlx,0.0,0.04028262938415416,1.0650395063713727,0.037822662110815496,0.037822662110815496,4.982428724333657,-76.97268988823312
Runx1,0.7506151844441935,0.23650398221701718,0.24524805581427583,0.24049324993658655,0.9643460023842942,4.4681789237465,-230.0883975804789
C3ar1,0.7972389221685772,0.7145010717819681,0.28537225662740356,0.5076632505849095,2.5037509960712714,3.2915817041417665,-363.785153239176
Tlr7,0.9218353314143046,2.8688641809941964,1.5632801581652056,0.1434444214963841,1.8351567798067185,4.031492991572158,-167.87732237301176
Nfatc1,0.7389503492939906,0.3953825472897471,0.6552256103905171,0.15752509399582912,0.6034296294586189,3.538255554416003,-206.98357796691045
Gna15,0.9841932683016106,8.245187718228374,3.866670290425075,0.03370586584214918,2.1323741356085355,8.36283724618988,-49.95829777624301
Rnaset2a,0.0,0.3175678851691626,0.40129804441669087,0.7913516888196286,0.7913516888196286,1.7745233221748131,-620.8180319066337
Plekho2,0.4597080678230527,0.22111931194979118,0.5472764690228537,0.21829730868622624,0.40403584744762244,3.0366469772901925,-262.55015110228453
Bank1,0.9193981409180069,2.7859829847124162,1.9028097450432198,0.11801253831266263,1.4641416421005014,3.9824497011024516,-156.0866174050334
Clec4a1,0.0,0.026987919044242883,0.7497778100374717,0.03599455556425991,0.03599455556425991,6.087168176675405,-69.23006754656218
C920025E04Rik,0.0,0.11845886125642793,0.5993645479274023,0.19764075413879198,0.19764075413879198,2.905468847408695,-255.1828170320854
AI607873,0.8655015851112456,0.22600623553721413,0.10163114349344139,0.2990961174877602,2.223789163129893,6.271562425710987,-190.71475664557292
Pik3cg,0.83327461102133,0.5648715957244277,0.41301731011293297,0.2280253980018552,1.3676705113642151,3.951712111305886,-232.89931948988644
Adam33,0.8595820023731746,0.4594476477137557,0.7940771859024985,0.08124489640512371,0.5785931844793856,4.649939037901125,-125.87575261024563
Adrb2,0.0,0.06967681757766907,0.12419612366648296,0.5610224821893768,0.5610224821893768,3.788400164233842,-381.707116081792
Cp,0.5970794314000862,1.1770249593951143,0.7173327070619774,0.6611263660877449,1.6408354837407682,1.894856747635024,-538.8635178771722
Unc93b1,0.5199122690398045,0.5412881700491274,0.7753672893065406,0.33515188600088647,0.6981055011144914,2.220606351002426,-369.34988375402486
Tgfbr2,0.4643045357799319,0.5168473641168793,0.34548599982392164,0.801400892634201,1.496000892598521,2.1162464995621253,-583.2854398659828
Stk17b,0.1627831608870126,0.2705492805563015,0.3519308491794483,0.6436162502371133,0.7687569338894454,2.146923551725211,-532.5448070699351
Ifi203,0.7253194738293339,0.5279455011744091,0.42679450113125295,0.3397802634936609,1.2370016478071937,3.0881009141255915,-325.8900030556926
Rbm47,0.9349007799675582,5.42073297782038,3.515128366192486,0.1003904984677646,1.5421152268450458,4.1466791047481975,-139.62782082928186
C5ar1,0.8651546170867491,0.9204009576401939,0.2832167149140595,0.43822208588351075,3.2498115724542758,3.804359507547051,-300.6144409734721
Cybb,0.8324975731177118,0.9399188048502367,0.3296330706158507,0.47761797865297057,2.851409305183471,3.3647796344436287,-343.2383047571652
Spry1,0.0,0.10259159946237362,0.8137940770972709,0.1260657976626083,0.1260657976626083,3.122080520534276,-189.6370464877555
Ccr1,0.8279836237470339,0.5415624110870938,0.21273245099606755,0.43790969846788,2.545744236722515,3.9430821484346126,-305.2689694933959
H2-K1,0.2304528566963737,0.3382347443263115,0.24183682643298826,1.0762942315341282,1.3986072729912977,2.0350356098478533,-688.5506565160864
Plin2,0.4905430647927286,0.5552618756755787,0.4916213273011023,0.5754063091039685,1.129450340821969,2.1208293565126475,-496.64220873188935
H2-D1,0.0,0.541013614432642,0.8892757456279786,0.6083755427857701,0.6083755427857701,1.35955224996172,-557.9120436923982
Nfe2l2,0.21962311799056972,0.4713319841815425,0.38728449807542903,0.9497322666792434,1.2170174291090372,1.732102329108924,-679.1577877950457
Pxdc1,0.8586765993605466,0.6009503331569341,0.38243868315362445,0.22207048721333172,1.5713638803518581,4.224997150956442,-223.45014088257878
Ccl24,0.8446358868732816,0.7502106277455018,0.08464233157732937,1.3770392032671381,8.86330295686749,3.7438047229488967,-447.80315816468243
Zfp36,0.2812071687695985,0.5362757674665453,0.10714322723862921,3.597718560026326,5.005223207176249,1.727845227132048,-1156.3447882288688
Casp4,0.0,0.1089553060622546,1.0217569352668312,0.10663524983444424,0.10663524983444424,3.0295338369184646,-172.96689517211516
Clec4n,0.8576265828376263,3.1750707847088417,1.1996520927893146,0.37681397804288785,2.646659647236955,2.86983430152259,-320.9934813480101
Rab32,0.37557484111189343,0.07185719317550873,0.3383975956698441,0.13259384771057017,0.2123454601776067,4.784177799163776,-167.16567293840416
Cd4,0.7626275356693831,0.07086822903210806,0.536516715115584,0.0313544120698532,0.1320895081839913,7.915691060612559,-57.15680864149927
Ccl12,0.7963733391083329,0.35110118334148843,0.03499976264244656,2.042687041318254,10.031530411457261,4.230629005908176,-492.5076388279326
Ccl7,0.8171594802999586,0.49063294434062216,0.02203478585583394,4.071180138174561,22.26629056214413,3.9517814854683295,-587.7202047517916
Ier3,0.0,0.2795584207437914,0.14382726303847124,1.9437095223665244,1.9437095223665244,1.8913143198832103,-910.5771727418376
Ccl2,0.8320981732010039,0.6866537280958983,0.03562790016495591,3.2359587511992562,19.272921640532168,3.6918300697591793,-563.9906888889076
Cd14,0.7420251533335782,0.3973064812223022,0.10586349016135164,0.9681815554794322,3.7530075819033386,3.5542809291077146,-458.90828000726424
Msh5,0.0,0.030578358173514626,1.5627692769336907,0.0195667771467279,0.0195667771467279,5.718642115056632,-47.27499051630052
Cxcl1,0.0,0.050169960619247105,0.06931739820962306,0.723771548198158,0.723771548198158,4.464554408037293,-375.49581189404086
Casp1,0.841888633158502,0.574239811163042,0.7994603246591977,0.11356891472568924,0.7182843143689901,4.042105745278283,-159.3871853528129
Cd209f,0.8941116965808923,1.2181664415544027,0.12189956978100587,1.0581626990974518,9.993197217536158,4.024484816623631,-352.14533545277664
Ptger4,0.9411288645953935,15.694012072007387,20.653399460077026,0.04473473296822734,0.7598754917970708,4.131415343027576,-87.6089725724318
Ptafr,0.9082552539359211,0.5353563958300964,0.7206216484847714,0.06815800870330176,0.7429091215282994,5.500883044575852,-102.66419745664771
Gm6377,0.0,0.03396850226387005,0.12999257480485113,0.2613110965365877,0.2613110965365877,5.425775257764065,-209.82624049854908
Snord17,0.972477792607646,2.8811221289712448,1.9510118276573802,0.04064293185319027,1.4767322720081442,6.924265727874899,-62.03349173224093
Wdfy4,0.9595507483421402,8.089644344980565,5.931056677000134,0.05517061760708145,1.3639465588570672,5.174783434655404,-87.56121805825579
Mndal,0.8760901464482616,1.3022531184006332,1.1492875907503712,0.1404017536489398,1.1330959534248435,3.6424757243026793,-184.89668625027636
Cd209g,0.8682761573517788,0.5959461206127671,0.29214016424205763,0.26870770481723716,2.03993217488228,4.396639939989232,-231.67538655124767
P2rx7,0.0,0.12729753487953327,0.47209690941401594,0.26964280498582305,0.26964280498582305,2.802786410982111,-308.26244054934983
Cd209b,0.9821495608541205,3.162223561353414,0.7117956739984268,0.07930236345849179,4.442600140557195,8.52858365760699,-66.6251052067647
Cxcl2,0.7765118017869636,0.18158855447424196,0.05890346741089992,0.6889730034474745,3.082816045573567,5.302398522357027,-307.07999410130697
Gbp8,0.0,0.07640689107983188,0.6911583967826683,0.1105490310694405,0.1105490310694405,3.6177098761647453,-168.63135918554505
Slfn2,0.0,0.09256200135777543,0.43079596396552816,0.2148627403695503,0.2148627403695503,3.2868783580909957,-254.810895772246
Tbxas1,0.8116248219022361,1.5910531175158606,1.794594768621133,0.16700980054975703,0.8865807174609884,2.764969981490556,-226.09217481440018
Cd36,0.8638939351980449,0.9694651866000301,0.17167097550247765,0.7686220173468916,5.647228273518131,3.731733402204399,-368.6198897720687
Gp49a,0.8579253507516041,0.7162932204084084,0.43345368476896545,0.23478196546597885,1.6525253921654832,3.9830780816284603,-232.77352966289428
Cfh,0.5627989894029091,0.5726404442039366,0.21326535873564662,1.1739317740067714,2.6851076405416308,2.29816056055662,-654.2886472376542
Tlr13,0.0,0.04107502496226426,0.7009881834253249,0.05859588782446276,0.05859588782446276,4.934135615618337,-101.76902636983539
Parp3,0.0,0.06464451508025887,0.38443830641237553,0.1681531574819618,0.1681531574819618,3.933092486912973,-208.842121341014
Bmp2,0.0,0.04386853601671957,0.3213247580560305,0.136523983654786,0.136523983654786,4.774450876586824,-167.4291748475286
Lilrb4,0.0,0.04387557003849587,0.25499574142267123,0.17206393249434465,0.17206393249434465,4.774068147228282,-188.44029588943383
Rhbdf2,0.0,0.05595690295522879,1.0838557394689334,0.05162762987502977,0.05162762987502977,4.227398268629499,-99.22679410085745
Tpcn2,0.0,0.05976155042095858,1.1167480767832032,0.05351390493825781,0.05351390493825781,4.090619383853995,-100.96852539273323
Myof,0.0,0.10880502551135819,1.2285992542188728,0.08856022428609969,0.08856022428609969,3.0316252978280636,-153.65676443841733
Bcl3,0.0,0.01881248226554092,0.16852916663739714,0.11162745678329589,0.11162745678329589,7.290829602281828,-118.49322832699445
Fhod1,0.0,0.03745253926603513,0.3266041891697297,0.11467256241031186,0.11467256241031186,5.167248715761294,-148.98598132254332
Nlrc3,0.0,0.026626399071081792,1.8959343823539796,0.014043945465044328,0.014043945465044328,6.128353118359055,-36.380886385653994
Thbs1,0.0,0.03433124314639638,0.37538221540456845,0.0914567652316609,0.0914567652316609,5.397035008380064,-129.15227292936373
Cd33,0.9192223335007011,1.159626465600402,0.6556519124144627,0.14286836982916679,1.768661760369209,4.696298251997998,-158.73674443714495
Dok1,0.972476023944451,1353.6709069878361,1638.2119628698265,0.022743336317577054,0.8263099877603566,5.946326570816193,-48.25605000054179
Prkcd,0.0,0.0922404009730598,0.3020889460524647,0.30534186099295446,0.30534186099295446,3.292603298371197,-307.9009407867947
Lum,0.0,0.002913537784768111,0.0820877233123877,0.035492978331005,0.035492978331005,18.526341816592563,-33.50253245025839
Itih2,0.8830557481530626,0.009912076653773054,0.23761654194829282,0.0048782815330139185,0.04171459012281223,29.49990624630199,-9.41539607303311
Ifi204,0.8454371610934845,0.5284250437835896,0.3625507333931818,0.22527847110411425,1.457520272646971,4.208744209146765,-223.04920360614886
Zfp36l1,0.06471423623364839,0.8908560928175807,0.23650698848687257,3.522961526454201,3.7667220682023443,1.1266662051064398,-1272.3438375421579
Zc3hav1,0.8237364927557311,0.2702786393917281,0.4226678566997321,0.11271323370643525,0.6394587028739613,5.065962216878711,-144.86254343010748
Cd84,0.8364133745459593,3.7866262336885494,5.585338699152578,0.1109048959768253,0.6779582112474336,2.593709095629393,-178.04647090225876
AF251705,0.8362076243959721,0.5998623049576701,0.31579299947277073,0.31113062078121373,1.8995427573098982,3.909361818306683,-265.6481177437636
Fblim1,0.6753123094045875,0.13700151164053584,0.4956861954442432,0.0897396474452549,0.2763875873479844,4.955858174119769,-132.26876683842985
Irf1,0.0,0.16033620532568874,0.4848752783871287,0.33067514982208457,0.33067514982208457,2.4973775280874113,-357.3019618325799
Dtx3l,0.0,0.039586754395078604,0.24515572456957646,0.16147595355801564,0.16147595355801564,5.026029712302679,-180.12817600641984
Trim12c,0.0,0.05530924168094301,0.6686071249566629,0.08272308148754472,0.08272308148754472,4.252077269008886,-134.51136023998262
Phf11b,0.9616808212285908,4.83310723674955,5.509281602079451,0.03361612522338567,0.8772663272331763,5.522331056112833,-65.63922041021402
Susd1,0.0,0.023984345068068444,0.5487591818431178,0.04370650343837931,0.04370650343837931,6.457078527311833,-76.69344567296648
Glt28d2,0.9935467930721308,1947.047150700729,874.107356359911,0.014374319207326845,2.227469127829921,12.411337602431832,-22.888861716230416
Gm7104,0.0,0.005257291846871069,0.5116193739554555,0.010275787263929529,0.010275787263929529,13.791736678643693,-22.761649635804677
Pon3,0.0,0.1116262011755582,1.2340850796634004,0.09045259764910578,0.09045259764910578,2.9930703681891426,-155.17903398399966
Ch25h,0.0,0.014766090308931681,0.143445563440954,0.10293863368601007,0.10293863368601007,8.22938233279526,-106.54595869818407
Car13,0.9736357377214685,2421.6212332815503,2239.7045692084394,0.02850566017109108,1.0812235089279674,6.078305444494901,-55.42645508936092
Slc46a3,0.0,0.09622123915455894,0.7582104748390677,0.12690571068011447,0.12690571068011447,3.223773546387922,-190.75582955535563
Map3k14,0.0,0.041786235256016296,0.9240324588837254,0.045221609754375974,0.045221609754375974,4.891965409103532,-87.35938906839166
Tnfsf18,0.9498128284594988,0.5830401690507463,0.26182729196183296,0.11175739839763568,2.226812051112445,7.287004364194126,-107.19903246812521
Tmem37,0.7861212799515565,0.8889766954333204,1.169517200571571,0.16257409269333617,0.7601228053754628,2.9891500052180144,-221.64517944367907
Il16,0.9418931772703659,698.3658376467642,525.1109141764366,0.07727856883762689,1.3299396733013136,4.029184260154545,-118.65009559226758
Tnfsf9,0.9353451601868404,2.2118619810807396,4.0906359370984715,0.03495974324643265,0.5407134770956017,4.632427275624727,-72.44184996219713
Hmox1,0.0,0.26601084701205124,1.430466542177369,0.1859609009848953,0.1859609009848953,1.9388773042239154,-267.70926394190883
Spic,0.9773338161328301,2.9080365068997835,1.15389408817909,0.0571231717304741,2.5201936093535493,7.634778963818848,-67.92998951698868
Aspm,0.9703822043066425,586.7189555057749,2018.2412261023003,0.008610131399976345,0.29070804218922214,5.728964238385425,-24.99176870003476
